customer_id,persona,recency_days,total_visits,total_spend,avg_ticket_price,pct_weekend_visits,pct_evening_visits,gv_plus_member,favourite_genre,preferred_location
GV003315,Premium Experience Seekers,83,6,117.94,19.66,0.498,0.599,1,Sci-Fi,Paya Lebar
GV003316,Blockbuster Weekend Warriors,1,27,779.44,28.87,0.762,0.885,1,Sci-Fi,Jurong Point
GV003317,Premium Experience Seekers,94,5,65.83,13.17,0.492,0.516,0,Action,Yishun
GV003318,Casual Occasionals,61,2,36.59,18.3,0.544,0.617,0,Drama,JEM
GV003319,Premium Experience Seekers,151,9,238.5,26.5,0.717,0.724,1,Romance,Paya Lebar
GV003320,Premium Experience Seekers,242,13,361.65,27.82,0.792,0.423,0,Thriller,Vivocity
GV003321,Blockbuster Weekend Warriors,12,35,1091.81,31.19,0.96,0.943,1,Action,Paya Lebar
GV003322,Lapsed Loyalists,240,8,225.76,28.22,0.455,0.594,0,Horror,Yishun
GV003323,Premium Experience Seekers,272,11,193.28,17.57,0.601,0.672,1,Sci-Fi,Kallang Leisure Park
GV003324,Blockbuster Weekend Warriors,5,27,690.13,25.56,0.736,0.704,1,Sci-Fi,JEM
GV003325,Blockbuster Weekend Warriors,29,23,756.47,32.89,0.766,0.99,1,Sci-Fi,Vivocity
GV003326,Premium Experience Seekers,140,5,99.24,19.85,0.344,0.382,0,Comedy,Paya Lebar
GV003327,Premium Experience Seekers,99,4,76.72,19.18,0.404,0.36,0,Action,Tampines
GV003328,Family Matinee Regulars,56,16,975.32,60.96,0.852,0.156,1,Comedy,Bishan
GV003329,Premium Experience Seekers,125,5,87.8,17.56,0.348,0.437,1,Action,Jurong Point
GV003330,Premium Experience Seekers,256,8,178.91,22.36,0.504,0.524,0,Animation,Kallang Leisure Park
GV003331,Family Matinee Regulars,59,18,1092.17,60.68,0.861,0.167,0,Animation,Vivocity
GV003332,Premium Experience Seekers,111,2,35.95,17.98,0.584,0.551,0,Action,Yishun
GV003333,Blockbuster Weekend Warriors,20,34,781.39,22.98,0.744,0.745,1,Sci-Fi,Jurong Point
GV003334,Lapsed Loyalists,143,6,99.64,16.61,0.468,0.594,1,Horror,Jurong Point
GV003335,Blockbuster Weekend Warriors,4,20,447.64,22.38,0.851,0.848,1,Sci-Fi,Yishun
GV003336,Blockbuster Weekend Warriors,16,38,1307.12,34.4,0.898,0.736,1,Sci-Fi,Tampines
GV003337,Family Matinee Regulars,26,12,824.22,68.69,0.845,0.39,1,Romance,Yishun
GV003338,Lapsed Loyalists,162,2,24.36,12.18,0.527,0.43,0,Horror,Yishun
GV003339,Family Matinee Regulars,35,9,785.76,87.31,0.731,0.375,0,Comedy,Paya Lebar
GV003340,Lapsed Loyalists,163,5,77.7,15.54,0.316,0.606,0,Horror,Tampines
GV003341,Premium Experience Seekers,70,2,31.69,15.84,0.369,0.371,0,Action,Yishun
GV003342,Blockbuster Weekend Warriors,27,25,864.62,34.58,0.784,0.83,1,Thriller,Tampines
GV003343,Premium Experience Seekers,142,4,59.17,14.79,0.631,0.399,0,Thriller,Paya Lebar
GV003344,Family Matinee Regulars,44,8,497.92,62.24,0.641,0.119,0,Animation,Vivocity
GV003345,Family Matinee Regulars,22,15,1083.86,72.26,0.822,0.277,1,Animation,Tampines
GV003346,Premium Experience Seekers,148,3,50.4,16.8,0.531,0.433,0,Action,Paya Lebar
GV003347,Family Matinee Regulars,32,9,734.94,81.66,0.61,0.177,0,Animation,Jurong Point
GV003348,Family Matinee Regulars,26,15,839.19,55.95,0.748,0.34,0,Animation,Bishan
GV003349,Blockbuster Weekend Warriors,8,35,942.5,26.93,0.811,0.832,1,Sci-Fi,Yishun
GV003350,Premium Experience Seekers,164,2,37.96,18.98,0.695,0.612,1,Thriller,Bishan
GV003351,Premium Experience Seekers,104,2,24.42,12.21,0.431,0.641,0,Thriller,Kallang Leisure Park
GV003352,Blockbuster Weekend Warriors,26,33,1105.29,33.49,0.846,0.962,1,Sci-Fi,Kallang Leisure Park
GV003353,Premium Experience Seekers,150,1,15.8,15.8,0.45,0.522,0,Thriller,Yishun
GV003354,Premium Experience Seekers,137,1,14.99,14.99,0.386,0.484,0,Thriller,JEM
GV003355,Blockbuster Weekend Warriors,25,7,375.76,53.68,0.502,0.797,1,Thriller,Tampines
GV003356,Blockbuster Weekend Warriors,12,9,672.36,74.71,0.681,0.895,1,Action,Yishun
GV003357,Casual Occasionals,12,11,501.91,45.63,0.56,0.719,0,Drama,Vivocity
GV003358,Family Matinee Regulars,12,9,531.22,59.02,0.622,0.218,1,Animation,Tampines
GV003359,Casual Occasionals,100,3,47.6,15.87,0.429,0.412,0,Drama,Jurong Point
GV003360,Family Matinee Regulars,52,13,1158.9,89.15,0.823,0.163,1,Romance,Paya Lebar
GV003361,Casual Occasionals,22,5,276.73,55.35,0.6,0.829,1,Drama,Vivocity
GV003362,Blockbuster Weekend Warriors,14,29,728.7,25.13,0.862,0.691,0,Sci-Fi,Paya Lebar
GV003363,Blockbuster Weekend Warriors,3,34,1017.78,29.93,0.941,0.789,1,Sci-Fi,Paya Lebar
GV003364,Premium Experience Seekers,153,4,54.39,13.6,0.59,0.528,0,Romance,Bishan
GV003365,Premium Experience Seekers,195,4,67.13,16.78,0.586,0.362,0,Thriller,Tampines
GV003366,Lapsed Loyalists,124,3,57.36,19.12,0.319,0.69,0,Horror,Vivocity
GV003367,Blockbuster Weekend Warriors,16,23,513.02,22.31,0.924,0.888,0,Thriller,Tampines
GV003368,Premium Experience Seekers,206,6,116.03,19.34,0.413,0.463,0,Comedy,Jurong Point
GV003369,Casual Occasionals,13,7,347.22,49.6,0.578,0.757,1,Drama,Jurong Point
GV003370,Blockbuster Weekend Warriors,19,33,1035.18,31.37,0.807,0.968,1,Sci-Fi,Vivocity
GV003371,Blockbuster Weekend Warriors,28,32,1043.52,32.61,0.927,0.784,1,Action,Bishan
GV003372,Blockbuster Weekend Warriors,5,28,807.69,28.85,0.715,0.846,1,Sci-Fi,Yishun
GV003373,Premium Experience Seekers,207,9,163.74,18.19,0.416,0.494,0,Thriller,Tampines
GV003374,Premium Experience Seekers,186,2,25.46,12.73,0.435,0.493,0,Sci-Fi,Bishan
GV003375,Premium Experience Seekers,133,1,12.4,12.4,0.651,0.383,1,Thriller,Paya Lebar
GV003376,Blockbuster Weekend Warriors,23,33,901.73,27.33,0.89,0.756,1,Action,Vivocity
GV003377,Blockbuster Weekend Warriors,6,33,973.59,29.5,0.954,0.842,1,Thriller,Jurong Point
GV003378,Lapsed Loyalists,296,11,246.91,22.45,0.729,0.629,0,Horror,Jurong Point
GV003379,Blockbuster Weekend Warriors,2,20,454.94,22.75,0.99,0.721,0,Thriller,Bishan
GV003380,Blockbuster Weekend Warriors,27,8,495.29,61.91,0.53,0.785,1,Action,Bishan
GV003381,Family Matinee Regulars,24,17,967.23,56.9,0.831,0.283,0,Romance,Bishan
GV003382,Blockbuster Weekend Warriors,1,27,723.23,26.79,0.759,0.929,0,Thriller,Jurong Point
GV003383,Blockbuster Weekend Warriors,20,37,834.81,22.56,0.71,0.738,1,Action,Tampines
GV003384,Premium Experience Seekers,268,7,169.88,24.27,0.655,0.688,0,Animation,JEM
GV003385,Family Matinee Regulars,20,12,820.37,68.36,0.845,0.191,1,Romance,Paya Lebar
GV003386,Blockbuster Weekend Warriors,23,24,835.2,34.8,0.838,0.946,1,Sci-Fi,Yishun
GV003387,Premium Experience Seekers,73,5,89.37,17.87,0.525,0.415,0,Comedy,Tampines
GV003388,Premium Experience Seekers,198,5,69.85,13.97,0.325,0.638,0,Thriller,Yishun
GV003389,Family Matinee Regulars,46,19,1706.09,89.79,0.747,0.273,1,Romance,Tampines
GV003390,Premium Experience Seekers,90,5,92.65,18.53,0.41,0.335,0,Animation,Tampines
GV003391,Family Matinee Regulars,55,10,696.46,69.65,0.649,0.338,1,Romance,Yishun
GV003392,Premium Experience Seekers,224,11,314.99,28.64,0.75,0.515,0,Comedy,Tampines
GV003393,Premium Experience Seekers,149,6,102.88,17.15,0.37,0.309,1,Sci-Fi,Paya Lebar
GV003394,Casual Occasionals,110,6,114.67,19.11,0.609,0.343,0,Drama,Kallang Leisure Park
GV003395,Premium Experience Seekers,142,5,64.02,12.8,0.531,0.437,0,Thriller,Yishun
GV003396,Blockbuster Weekend Warriors,23,9,406.02,45.11,0.409,0.771,1,Thriller,Jurong Point
GV003397,Premium Experience Seekers,111,2,34.38,17.19,0.351,0.428,0,Comedy,Tampines
GV003398,Blockbuster Weekend Warriors,31,7,330.33,47.19,0.606,0.886,1,Action,Kallang Leisure Park
GV003399,Lapsed Loyalists,187,2,25.01,12.5,0.333,0.62,0,Horror,Bishan
GV003400,Premium Experience Seekers,254,13,237.87,18.3,0.719,0.585,1,Thriller,JEM
GV003401,Blockbuster Weekend Warriors,6,5,230.22,46.04,0.614,0.807,1,Action,JEM
GV003402,Premium Experience Seekers,254,11,313.08,28.46,0.481,0.636,1,Animation,Bishan
GV003403,Casual Occasionals,306,13,263.35,20.26,0.712,0.596,1,Drama,Kallang Leisure Park
GV003404,Blockbuster Weekend Warriors,39,8,409.38,51.17,0.696,0.581,1,Thriller,Paya Lebar
GV003405,Casual Occasionals,111,2,34.3,17.15,0.328,0.479,0,Drama,Paya Lebar
GV003406,Blockbuster Weekend Warriors,21,28,914.17,32.65,0.907,0.703,1,Action,Tampines
GV003407,Family Matinee Regulars,45,17,1238.86,72.87,0.701,0.198,0,Animation,Bishan
GV003408,Blockbuster Weekend Warriors,5,11,599.68,54.52,0.467,0.897,1,Thriller,JEM
GV003409,Lapsed Loyalists,82,6,93.33,15.56,0.424,0.308,0,Horror,Vivocity
GV003410,Blockbuster Weekend Warriors,11,37,1185.16,32.03,0.802,0.919,1,Thriller,JEM
GV003411,Lapsed Loyalists,356,11,178.59,16.24,0.563,0.535,1,Horror,Vivocity
GV003412,Family Matinee Regulars,45,11,959.62,87.24,0.749,0.39,1,Animation,Paya Lebar
GV003413,Premium Experience Seekers,282,11,232.05,21.1,0.788,0.485,0,Action,Kallang Leisure Park
GV003414,Lapsed Loyalists,163,12,199.81,16.65,0.476,0.584,0,Horror,JEM
GV003415,Blockbuster Weekend Warriors,16,39,1352.89,34.69,0.725,0.897,1,Sci-Fi,Tampines
GV003416,Lapsed Loyalists,242,12,292.94,24.41,0.524,0.773,0,Horror,Vivocity
GV003417,Family Matinee Regulars,41,10,621.38,62.14,0.716,0.283,0,Animation,Paya Lebar
GV003418,Casual Occasionals,128,3,40.84,13.61,0.578,0.672,0,Drama,Bishan
GV003419,Blockbuster Weekend Warriors,44,11,620.17,56.38,0.684,0.796,1,Action,Vivocity
GV003420,Blockbuster Weekend Warriors,11,8,631.8,78.98,0.524,0.762,1,Thriller,Paya Lebar
GV003421,Casual Occasionals,40,10,767.93,76.79,0.57,0.787,1,Drama,Bishan
GV003422,Premium Experience Seekers,67,3,42.58,14.19,0.357,0.628,0,Action,Yishun
GV003423,Premium Experience Seekers,191,13,268.31,20.64,0.663,0.698,0,Romance,Tampines
GV003424,Blockbuster Weekend Warriors,4,29,912.08,31.45,0.98,0.94,0,Sci-Fi,Tampines
GV003425,Family Matinee Regulars,27,16,981.12,61.32,0.812,0.216,0,Romance,Yishun
GV003426,Premium Experience Seekers,353,13,254.41,19.57,0.632,0.405,0,Sci-Fi,Vivocity
GV003427,Premium Experience Seekers,165,7,198.71,28.39,0.61,0.726,1,Action,Paya Lebar
GV003428,Blockbuster Weekend Warriors,9,21,700.96,33.38,0.777,0.811,1,Sci-Fi,Paya Lebar
GV003429,Family Matinee Regulars,57,14,1180.23,84.3,0.898,0.168,1,Comedy,Paya Lebar
GV003430,Blockbuster Weekend Warriors,23,28,669.57,23.91,0.822,0.873,1,Action,Yishun
GV003431,Family Matinee Regulars,41,17,1448.33,85.2,0.777,0.144,1,Romance,Yishun
GV003432,Casual Occasionals,19,6,455.57,75.93,0.485,0.858,1,Drama,Jurong Point
GV003433,Premium Experience Seekers,31,6,355.27,59.21,0.416,0.649,1,Thriller,Vivocity
GV003434,Premium Experience Seekers,62,4,56.81,14.2,0.527,0.582,0,Sci-Fi,Yishun
GV003435,Family Matinee Regulars,12,14,1029.17,73.51,0.646,0.341,1,Comedy,Bishan
GV003436,Premium Experience Seekers,180,3,56.8,18.93,0.325,0.656,0,Thriller,JEM
GV003437,Casual Occasionals,43,6,404.11,67.35,0.57,0.825,1,Drama,JEM
GV003438,Lapsed Loyalists,91,4,76.97,19.24,0.392,0.335,0,Horror,Kallang Leisure Park
GV003439,Premium Experience Seekers,120,5,76.58,15.32,0.35,0.559,0,Romance,JEM
GV003440,Blockbuster Weekend Warriors,9,38,1065.87,28.05,0.759,0.924,1,Thriller,JEM
GV003441,Blockbuster Weekend Warriors,9,21,687.11,32.72,0.728,0.668,1,Thriller,Vivocity
GV003442,Premium Experience Seekers,115,1,17.22,17.22,0.508,0.469,0,Sci-Fi,Tampines
GV003443,Premium Experience Seekers,74,4,52.24,13.06,0.647,0.437,0,Animation,Kallang Leisure Park
GV003444,Lapsed Loyalists,152,5,84.18,16.84,0.521,0.588,0,Horror,JEM
GV003445,Family Matinee Regulars,13,16,1230.24,76.89,0.7,0.244,0,Comedy,Bishan
GV003446,Blockbuster Weekend Warriors,25,25,622.11,24.88,0.736,0.699,0,Thriller,Vivocity
GV003447,Premium Experience Seekers,158,3,37.27,12.42,0.481,0.43,0,Sci-Fi,Kallang Leisure Park
GV003448,Family Matinee Regulars,41,13,1131.62,87.05,0.749,0.161,1,Comedy,JEM
GV003449,Blockbuster Weekend Warriors,23,10,659.4,65.94,0.486,0.72,1,Action,Jurong Point
GV003450,Family Matinee Regulars,22,13,964.04,74.16,0.896,0.331,1,Comedy,Vivocity
GV003451,Premium Experience Seekers,153,3,45.89,15.3,0.48,0.61,0,Action,Vivocity
GV003452,Blockbuster Weekend Warriors,5,23,737.85,32.08,0.854,0.827,1,Action,Kallang Leisure Park
GV003453,Premium Experience Seekers,189,2,32.12,16.06,0.399,0.477,0,Action,Yishun
GV003454,Premium Experience Seekers,125,6,87.59,14.6,0.685,0.655,1,Action,Yishun
GV003455,Lapsed Loyalists,108,4,56.81,14.2,0.444,0.357,0,Horror,Paya Lebar
GV003456,Casual Occasionals,23,11,611.52,55.59,0.569,0.668,1,Drama,Jurong Point
GV003457,Premium Experience Seekers,97,6,72.22,12.04,0.435,0.397,0,Romance,Vivocity
GV003458,Premium Experience Seekers,360,9,240.57,26.73,0.766,0.583,1,Animation,Yishun
GV003459,Family Matinee Regulars,16,10,724.74,72.47,0.718,0.277,1,Comedy,Tampines
GV003460,Premium Experience Seekers,241,5,119.54,23.91,0.691,0.536,0,Comedy,Yishun
GV003461,Lapsed Loyalists,183,2,37.02,18.51,0.424,0.442,0,Horror,Yishun
GV003462,Premium Experience Seekers,29,10,527.0,52.7,0.505,0.555,0,Action,JEM
GV003463,Casual Occasionals,107,3,54.41,18.14,0.391,0.584,0,Drama,Bishan
GV003464,Premium Experience Seekers,199,4,78.6,19.65,0.686,0.669,0,Thriller,Kallang Leisure Park
GV003465,Premium Experience Seekers,192,8,140.39,17.55,0.514,0.596,0,Comedy,Kallang Leisure Park
GV003466,Premium Experience Seekers,71,5,91.55,18.31,0.578,0.389,0,Action,Jurong Point
GV003467,Blockbuster Weekend Warriors,26,22,539.79,24.54,0.732,0.742,1,Thriller,Bishan
GV003468,Blockbuster Weekend Warriors,20,8,419.79,52.47,0.416,0.781,1,Thriller,Paya Lebar
GV003469,Premium Experience Seekers,152,1,16.08,16.08,0.407,0.379,0,Thriller,Kallang Leisure Park
GV003470,Premium Experience Seekers,325,11,211.97,19.27,0.634,0.506,1,Comedy,Yishun
GV003471,Blockbuster Weekend Warriors,9,34,1078.76,31.73,0.863,0.893,1,Action,Jurong Point
GV003472,Premium Experience Seekers,194,6,115.64,19.27,0.361,0.551,0,Comedy,Paya Lebar
GV003473,Family Matinee Regulars,11,17,1483.85,87.29,0.677,0.267,0,Romance,Jurong Point
GV003474,Blockbuster Weekend Warriors,1,32,1003.63,31.36,0.936,0.9,1,Sci-Fi,Kallang Leisure Park
GV003475,Casual Occasionals,31,8,579.46,72.43,0.493,0.663,1,Drama,Paya Lebar
GV003476,Lapsed Loyalists,349,8,144.61,18.08,0.754,0.636,0,Horror,Tampines
GV003477,Blockbuster Weekend Warriors,16,7,321.19,45.88,0.478,0.829,1,Thriller,JEM
GV003478,Blockbuster Weekend Warriors,30,4,209.44,52.36,0.535,0.851,1,Thriller,Paya Lebar
GV003479,Premium Experience Seekers,197,5,84.29,16.86,0.622,0.368,0,Sci-Fi,Kallang Leisure Park
GV003480,Family Matinee Regulars,55,14,773.58,55.26,0.717,0.292,1,Animation,Tampines
GV003481,Premium Experience Seekers,65,6,96.34,16.06,0.561,0.51,0,Romance,Kallang Leisure Park
GV003482,Premium Experience Seekers,214,6,163.48,27.25,0.652,0.546,0,Thriller,Kallang Leisure Park
GV003483,Premium Experience Seekers,175,2,34.74,17.37,0.553,0.483,0,Sci-Fi,JEM
GV003484,Casual Occasionals,118,1,19.09,19.09,0.417,0.368,0,Drama,Tampines
GV003485,Blockbuster Weekend Warriors,20,32,942.08,29.44,0.996,0.847,1,Action,JEM
GV003486,Blockbuster Weekend Warriors,9,24,789.85,32.91,0.968,0.698,1,Sci-Fi,Paya Lebar
GV003487,Blockbuster Weekend Warriors,6,30,727.31,24.24,0.835,0.875,0,Thriller,Paya Lebar
GV003488,Premium Experience Seekers,162,6,77.62,12.94,0.603,0.346,0,Action,Paya Lebar
GV003489,Blockbuster Weekend Warriors,23,33,981.63,29.75,0.895,0.699,1,Thriller,Jurong Point
GV003490,Lapsed Loyalists,170,4,66.63,16.66,0.381,0.698,0,Horror,Vivocity
GV003491,Premium Experience Seekers,71,5,81.25,16.25,0.564,0.436,0,Action,Yishun
GV003492,Premium Experience Seekers,150,8,141.16,17.65,0.681,0.73,0,Action,Yishun
GV003493,Family Matinee Regulars,57,18,1153.15,64.06,0.741,0.28,0,Animation,Paya Lebar
GV003494,Premium Experience Seekers,150,4,51.91,12.98,0.369,0.615,1,Thriller,Bishan
GV003495,Casual Occasionals,44,8,639.01,79.88,0.402,0.806,1,Drama,Paya Lebar
GV003496,Premium Experience Seekers,164,3,51.72,17.24,0.497,0.639,0,Thriller,Bishan
GV003497,Blockbuster Weekend Warriors,7,39,1012.3,25.96,0.732,0.902,0,Action,Bishan
GV003498,Premium Experience Seekers,252,14,307.36,21.95,0.458,0.534,1,Comedy,Bishan
GV003499,Family Matinee Regulars,45,18,1164.68,64.7,0.734,0.139,0,Romance,JEM
GV003500,Blockbuster Weekend Warriors,12,30,960.64,32.02,0.947,0.694,1,Thriller,Tampines
GV003501,Premium Experience Seekers,127,1,17.5,17.5,0.362,0.511,0,Sci-Fi,Kallang Leisure Park
GV003502,Family Matinee Regulars,19,10,705.81,70.58,0.628,0.226,0,Romance,Jurong Point
GV003503,Blockbuster Weekend Warriors,8,26,863.74,33.22,0.931,0.935,1,Thriller,Kallang Leisure Park
GV003504,Blockbuster Weekend Warriors,18,29,994.51,34.29,0.722,0.899,1,Sci-Fi,Kallang Leisure Park
GV003505,Premium Experience Seekers,157,4,67.02,16.76,0.363,0.634,0,Action,Vivocity
GV003506,Blockbuster Weekend Warriors,32,9,500.59,55.62,0.671,0.783,1,Thriller,Yishun
GV003507,Casual Occasionals,138,1,16.81,16.81,0.627,0.496,0,Drama,Bishan
GV003508,Blockbuster Weekend Warriors,17,33,1109.59,33.62,0.762,0.742,0,Sci-Fi,Yishun
GV003509,Casual Occasionals,111,2,28.51,14.25,0.438,0.443,1,Drama,Paya Lebar
GV003510,Family Matinee Regulars,41,18,1513.82,84.1,0.705,0.38,1,Romance,Tampines
GV003511,Premium Experience Seekers,100,5,98.95,19.79,0.553,0.607,0,Action,JEM
GV003512,Premium Experience Seekers,214,12,320.48,26.71,0.616,0.617,1,Action,Yishun
GV003513,Premium Experience Seekers,274,11,316.91,28.81,0.423,0.56,1,Action,JEM
GV003514,Blockbuster Weekend Warriors,11,27,731.65,27.1,0.942,0.684,1,Action,Yishun
GV003515,Blockbuster Weekend Warriors,2,26,660.21,25.39,0.957,0.929,0,Action,Vivocity
GV003516,Blockbuster Weekend Warriors,9,19,465.65,24.51,0.97,0.762,1,Action,Vivocity
GV003517,Family Matinee Regulars,35,16,904.14,56.51,0.852,0.19,0,Comedy,Kallang Leisure Park
GV003518,Blockbuster Weekend Warriors,12,24,568.63,23.69,0.877,0.847,1,Action,Tampines
GV003519,Premium Experience Seekers,190,9,138.24,15.36,0.634,0.568,0,Animation,Yishun
GV003520,Premium Experience Seekers,129,3,49.77,16.59,0.543,0.605,0,Animation,Yishun
GV003521,Premium Experience Seekers,299,11,313.2,28.47,0.621,0.8,0,Animation,Kallang Leisure Park
GV003522,Casual Occasionals,29,11,863.78,78.53,0.627,0.626,1,Drama,Paya Lebar
GV003523,Casual Occasionals,44,6,431.2,71.87,0.413,0.886,1,Drama,Bishan
GV003524,Premium Experience Seekers,73,5,99.26,19.85,0.321,0.502,0,Thriller,Yishun
GV003525,Blockbuster Weekend Warriors,37,5,398.1,79.62,0.546,0.597,1,Thriller,Kallang Leisure Park
GV003526,Premium Experience Seekers,181,6,78.2,13.03,0.502,0.597,0,Romance,Yishun
GV003527,Casual Occasionals,161,4,78.23,19.56,0.63,0.566,0,Drama,Tampines
GV003528,Blockbuster Weekend Warriors,22,28,960.34,34.3,0.92,0.65,1,Sci-Fi,Yishun
GV003529,Family Matinee Regulars,37,12,763.6,63.63,0.657,0.193,1,Romance,Tampines
GV003530,Blockbuster Weekend Warriors,21,28,808.92,28.89,0.865,0.93,1,Action,Paya Lebar
GV003531,Premium Experience Seekers,326,6,128.37,21.39,0.617,0.738,1,Comedy,Vivocity
GV003532,Casual Occasionals,42,5,307.3,61.46,0.578,0.697,0,Drama,Yishun
GV003533,Blockbuster Weekend Warriors,7,23,780.85,33.95,0.74,0.876,1,Sci-Fi,Paya Lebar
GV003534,Family Matinee Regulars,47,13,1032.97,79.46,0.726,0.207,1,Comedy,Tampines
GV003535,Family Matinee Regulars,38,13,1088.57,83.74,0.741,0.147,0,Romance,JEM
GV003536,Casual Occasionals,90,4,71.59,17.9,0.484,0.588,0,Drama,Kallang Leisure Park
GV003537,Family Matinee Regulars,23,14,1069.32,76.38,0.692,0.275,0,Animation,Jurong Point
GV003538,Family Matinee Regulars,41,11,952.82,86.62,0.756,0.113,0,Romance,Jurong Point
GV003539,Premium Experience Seekers,89,2,27.78,13.89,0.424,0.382,0,Romance,Tampines
GV003540,Blockbuster Weekend Warriors,17,26,895.47,34.44,0.795,0.859,0,Action,Yishun
GV003541,Premium Experience Seekers,65,3,59.59,19.86,0.33,0.603,0,Action,Vivocity
GV003542,Family Matinee Regulars,41,16,1426.17,89.14,0.849,0.305,0,Romance,Tampines
GV003543,Casual Occasionals,7,7,392.01,56.0,0.418,0.687,1,Drama,Bishan
GV003544,Blockbuster Weekend Warriors,23,28,728.09,26.0,0.731,0.673,1,Action,Bishan
GV003545,Premium Experience Seekers,139,2,36.26,18.13,0.461,0.553,0,Romance,Paya Lebar
GV003546,Casual Occasionals,182,2,24.68,12.34,0.504,0.529,1,Drama,Paya Lebar
GV003547,Blockbuster Weekend Warriors,27,31,980.9,31.64,0.997,0.742,1,Sci-Fi,Bishan
GV003548,Family Matinee Regulars,47,12,703.07,58.59,0.749,0.237,0,Comedy,Bishan
GV003549,Lapsed Loyalists,290,11,286.02,26.0,0.785,0.786,1,Horror,Paya Lebar
GV003550,Lapsed Loyalists,199,2,35.75,17.87,0.616,0.323,0,Horror,Bishan
GV003551,Family Matinee Regulars,53,9,762.15,84.68,0.732,0.203,1,Comedy,Bishan
GV003552,Family Matinee Regulars,27,9,550.51,61.17,0.857,0.255,0,Comedy,Vivocity
GV003553,Blockbuster Weekend Warriors,13,29,818.76,28.23,0.887,0.749,1,Action,Bishan
GV003554,Blockbuster Weekend Warriors,28,23,778.25,33.84,0.722,0.675,1,Thriller,Vivocity
GV003555,Premium Experience Seekers,192,5,86.38,17.28,0.481,0.569,0,Romance,Kallang Leisure Park
GV003556,Family Matinee Regulars,45,16,1180.18,73.76,0.633,0.298,1,Animation,Vivocity
GV003557,Blockbuster Weekend Warriors,17,23,588.15,25.57,0.898,0.911,1,Thriller,JEM
GV003558,Lapsed Loyalists,179,6,148.87,24.81,0.497,0.575,1,Horror,Tampines
GV003559,Premium Experience Seekers,68,2,29.68,14.84,0.472,0.411,0,Thriller,Bishan
GV003560,Family Matinee Regulars,17,8,556.39,69.55,0.815,0.163,1,Comedy,Tampines
GV003561,Family Matinee Regulars,43,9,749.27,83.25,0.827,0.238,1,Animation,Bishan
GV003562,Family Matinee Regulars,55,14,1145.78,81.84,0.773,0.103,1,Comedy,Kallang Leisure Park
GV003563,Blockbuster Weekend Warriors,6,23,768.58,33.42,0.91,0.993,0,Sci-Fi,JEM
GV003564,Premium Experience Seekers,70,1,14.67,14.67,0.306,0.31,1,Animation,Kallang Leisure Park
GV003565,Casual Occasionals,6,11,536.93,48.81,0.432,0.643,1,Drama,Paya Lebar
GV003566,Lapsed Loyalists,173,1,17.05,17.05,0.508,0.636,0,Horror,Bishan
GV003567,Blockbuster Weekend Warriors,8,32,891.14,27.85,0.927,0.767,1,Sci-Fi,Kallang Leisure Park
GV003568,Premium Experience Seekers,119,1,12.4,12.4,0.353,0.488,0,Comedy,JEM
GV003569,Family Matinee Regulars,30,13,750.45,57.73,0.769,0.138,0,Animation,Kallang Leisure Park
GV003570,Blockbuster Weekend Warriors,17,21,487.77,23.23,0.895,0.842,0,Thriller,Kallang Leisure Park
GV003571,Lapsed Loyalists,139,6,87.37,14.56,0.563,0.459,1,Horror,Paya Lebar
GV003572,Premium Experience Seekers,121,1,18.81,18.81,0.526,0.634,0,Comedy,Yishun
GV003573,Premium Experience Seekers,301,10,287.06,28.71,0.417,0.732,0,Thriller,Yishun
GV003574,Premium Experience Seekers,194,2,35.84,17.92,0.391,0.602,0,Thriller,Vivocity
GV003575,Family Matinee Regulars,43,9,558.47,62.05,0.746,0.116,0,Comedy,Vivocity
GV003576,Blockbuster Weekend Warriors,28,37,1095.22,29.6,0.785,0.94,1,Action,Jurong Point
GV003577,Blockbuster Weekend Warriors,11,37,951.72,25.72,0.701,0.653,1,Action,Tampines
GV003578,Lapsed Loyalists,139,4,52.55,13.14,0.307,0.425,0,Horror,Vivocity
GV003579,Family Matinee Regulars,57,16,1237.04,77.31,0.641,0.207,1,Comedy,Tampines
GV003580,Premium Experience Seekers,165,9,198.15,22.02,0.786,0.492,1,Action,JEM
GV003581,Blockbuster Weekend Warriors,8,31,1048.28,33.82,0.964,0.721,1,Sci-Fi,Paya Lebar
GV003582,Blockbuster Weekend Warriors,15,31,880.98,28.42,0.748,0.66,0,Action,Bishan
GV003583,Blockbuster Weekend Warriors,25,20,582.75,29.14,0.985,0.799,0,Thriller,JEM
GV003584,Blockbuster Weekend Warriors,11,21,463.78,22.08,0.993,0.788,1,Thriller,Vivocity
GV003585,Blockbuster Weekend Warriors,15,28,767.95,27.43,0.799,0.676,0,Sci-Fi,Bishan
GV003586,Premium Experience Seekers,290,5,137.55,27.51,0.669,0.415,1,Comedy,Paya Lebar
GV003587,Blockbuster Weekend Warriors,18,27,925.77,34.29,0.717,0.847,1,Action,Bishan
GV003588,Family Matinee Regulars,16,10,593.16,59.32,0.76,0.167,1,Romance,Vivocity
GV003589,Blockbuster Weekend Warriors,4,31,838.68,27.05,0.857,0.693,0,Sci-Fi,Tampines
GV003590,Family Matinee Regulars,53,19,1323.94,69.68,0.863,0.206,1,Comedy,Bishan
GV003591,Casual Occasionals,27,4,264.94,66.24,0.579,0.716,1,Drama,Paya Lebar
